symbol,name,underlyingIndexName,legacyAssetClass,assetClass,legacySectorCode,sectorCode,region,stockSectorCode,rotationSource,marketSource,peerGroup,basis,confidence
334690,RISE 팔라듐선물(H),S&P GSCI Palladium Excess Return Index,commodity_fx,commodity_fx,MARKET_IDX,COMMODITY_FX,US,,excluded_nonplain_equity,not_researched,US:COMMODITY_FX,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
357870,TIGER CD금리투자KIS(합성),KIS CD Index(총수익),bond_cash,bond_cash,MARKET_IDX,BOND_CASH,KR,,excluded_nonplain_equity,not_researched,KR:BOND_CASH,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
360200,ACE 미국S&P500,S&P 500,equity,equity,MARKET_IDX,MARKET_IDX,US,,not_applicable_no_compatible_stock_sector,own_underlying_regime,US:MARKET_IDX,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
360750,TIGER 미국S&P500,S&P 500,equity,equity,MARKET_IDX,MARKET_IDX,US,,not_applicable_no_compatible_stock_sector,own_underlying_regime,US:MARKET_IDX,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
363580,KODEX 200IT TR,코스피200 정보기술 TR,equity,equity,IT_HW,IT_HW,KR,IT_HW,domestic_stock_sector,domestic_stock_sector,KR:IT_HW,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
364960,TIGER BBIG,KRX BBIG 지수,equity,equity,ETC,MULTI_SECTOR,KR,,not_applicable_no_compatible_stock_sector,own_underlying_regime,KR:MULTI_SECTOR,symbol_override_from_name_index,semantic_mapping_not_constituent_verified
364970,TIGER 바이오TOP10,KRX 바이오 TOP 10 지수,equity,equity,BIO,BIO,KR,BIO,domestic_stock_sector,domestic_stock_sector,KR:BIO,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
364980,TIGER 2차전지TOP10,KRX 2차전지 TOP 10 지수,equity,equity,BATTERY,BATTERY,KR,BATTERY,domestic_stock_sector,domestic_stock_sector,KR:BATTERY,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
364990,TIGER 게임TOP10,KRX 게임 TOP 10 지수,equity,equity,TELCO_MEDIA,TELCO_MEDIA,KR,TELCO_MEDIA,domestic_stock_sector,domestic_stock_sector,KR:TELCO_MEDIA,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
365000,TIGER 인터넷TOP10,KRX 인터넷 TOP 10 지수,equity,equity,SOFTWARE,SOFTWARE,KR,SOFTWARE,domestic_stock_sector,domestic_stock_sector,KR:SOFTWARE,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
367380,ACE 미국나스닥100,NASDAQ 100,equity,equity,MARKET_IDX,MARKET_IDX,US,,not_applicable_no_compatible_stock_sector,own_underlying_regime,US:MARKET_IDX,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
367760,RISE 네트워크인프라,FnGuide 네트워크 인프라 지수,reit_infra,equity,CONSTRUCT,IT_HW,KR,IT_HW,domestic_stock_sector,domestic_stock_sector,KR:IT_HW,symbol_override_from_name_index,semantic_mapping_not_constituent_verified
367770,RISE 수소경제테마,FnGuide 수소 경제 테마 지수,equity,equity,ENERGY,ENERGY,KR,ENERGY,domestic_stock_sector,domestic_stock_sector,KR:ENERGY,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
368190,HANARO Fn K-뉴딜디지털플러스,FnGuide K-뉴딜 디지털 플러스 지수,equity,equity,ETC,MULTI_TECH,KR,,not_applicable_no_compatible_stock_sector,own_underlying_regime,KR:MULTI_TECH,symbol_override_from_name_index,semantic_mapping_not_constituent_verified
368590,RISE 미국나스닥100,NASDAQ 100,equity,equity,MARKET_IDX,MARKET_IDX,US,,not_applicable_no_compatible_stock_sector,own_underlying_regime,US:MARKET_IDX,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
371160,TIGER 차이나항셍테크,Hang Seng TECH Index,equity,equity,ETC,MULTI_TECH,CN,,not_applicable_no_compatible_stock_sector,own_underlying_regime,CN:MULTI_TECH,symbol_override_from_name_index,semantic_mapping_not_constituent_verified
371460,TIGER 차이나전기차SOLACTIVE,Solactive China Electric Vehicle and Battery Index(PR),equity,equity,BATTERY,BATTERY,CN,,not_applicable_no_compatible_stock_sector,own_underlying_regime,CN:BATTERY,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
371470,TIGER 차이나바이오테크SOLACTIVE,Solactive China Biotech Index(PR),equity,equity,BIO,BIO,CN,,not_applicable_no_compatible_stock_sector,own_underlying_regime,CN:BIO,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
372330,KODEX 차이나항셍테크,Hang Seng TECH Index,equity,equity,ETC,MULTI_TECH,CN,,not_applicable_no_compatible_stock_sector,own_underlying_regime,CN:MULTI_TECH,symbol_override_from_name_index,semantic_mapping_not_constituent_verified
377990,TIGER Fn신재생에너지,FnGuide 신재생에너지 지수,equity,equity,ENERGY,ENERGY,KR,ENERGY,domestic_stock_sector,domestic_stock_sector,KR:ENERGY,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
379780,RISE 미국S&P500,S&P 500,equity,equity,MARKET_IDX,MARKET_IDX,US,,not_applicable_no_compatible_stock_sector,own_underlying_regime,US:MARKET_IDX,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
379800,KODEX 미국S&P500,S&P 500,equity,equity,MARKET_IDX,MARKET_IDX,US,,not_applicable_no_compatible_stock_sector,own_underlying_regime,US:MARKET_IDX,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
379810,KODEX 미국나스닥100,NASDAQ 100,equity,equity,MARKET_IDX,MARKET_IDX,US,,not_applicable_no_compatible_stock_sector,own_underlying_regime,US:MARKET_IDX,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
380340,ACE 코리아AI테크핵심산업,FnGuide 코리아AI테크핵심산업지수 (Price Return),equity,equity,IT_HW,IT_HW,KR,IT_HW,domestic_stock_sector,domestic_stock_sector,KR:IT_HW,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
381170,TIGER 미국테크TOP10 INDXX,Indxx US Tech Top 10 Index,equity,equity,MARKET_IDX,MULTI_TECH,US,,not_applicable_no_compatible_stock_sector,own_underlying_regime,US:MULTI_TECH,symbol_override_from_name_index,semantic_mapping_not_constituent_verified
381180,TIGER 미국필라델피아반도체나스닥,PHLX Semiconductor Sector Index,equity,equity,SEMI,SEMI,US,,not_applicable_no_compatible_stock_sector,own_underlying_regime,US:SEMI,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
385520,KODEX 자율주행액티브,FnGuide K-미래차 지수,equity,equity,AUTO,AUTO,KR,AUTO,domestic_stock_sector,domestic_stock_sector,KR:AUTO,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
385550,RISE 단기채권알파액티브,KIS 단기채권알파지수(AA-이상)(총수익지수),bond_cash,bond_cash,MARKET_IDX,BOND_CASH,KR,,excluded_nonplain_equity,not_researched,KR:BOND_CASH,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
385560,RISE KIS국고채30년Enhanced,KIS 국고채30년Enhanced지수(시장가격),bond_cash,bond_cash,MARKET_IDX,BOND_CASH,KR,,excluded_nonplain_equity,not_researched,KR:BOND_CASH,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
388420,RISE 비메모리반도체액티브,iSelect 비메모리반도체 지수(시장가격지수),equity,equity,SEMI,SEMI,KR,SEMI,domestic_stock_sector,domestic_stock_sector,KR:SEMI,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
390390,KODEX 미국반도체,MVIS US Listed Semiconductor 25 Index,equity,equity,SEMI,SEMI,US,,not_applicable_no_compatible_stock_sector,own_underlying_regime,US:SEMI,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
394660,TIGER 글로벌자율주행&전기차SOLACTIVE,Solactive Autonomous & Electric Vehicles 지수(PR),equity,equity,BATTERY,BATTERY,GLOBAL,,not_applicable_no_compatible_stock_sector,own_underlying_regime,GLOBAL:BATTERY,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
394670,TIGER 글로벌리튬&2차전지SOLACTIVE(합성),Solactive Global Lithium 지수(PR),equity,equity,BATTERY,BATTERY,GLOBAL,,not_applicable_no_compatible_stock_sector,own_underlying_regime,GLOBAL:BATTERY,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
395160,KODEX AI반도체TOP2플러스,FnGuide AI반도체 TOP2+ 지수,equity,equity,SEMI,SEMI,KR,SEMI,domestic_stock_sector,domestic_stock_sector,KR:SEMI,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
395270,HANARO Fn K-반도체,FnGuide K-반도체 지수,equity,equity,SEMI,SEMI,KR,SEMI,domestic_stock_sector,domestic_stock_sector,KR:SEMI,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
395290,HANARO Fn K-POP&미디어,FnGuide K-POP & 미디어 지수,equity,equity,TELCO_MEDIA,TELCO_MEDIA,KR,TELCO_MEDIA,domestic_stock_sector,domestic_stock_sector,KR:TELCO_MEDIA,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
396500,TIGER 반도체TOP10,FnGuide 반도체TOP10 지수,equity,equity,SEMI,SEMI,KR,SEMI,domestic_stock_sector,domestic_stock_sector,KR:SEMI,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
400570,KODEX 유럽탄소배출권선물ICE(H),ICE EUA Carbon Futures Index(Excess Return),commodity_fx,commodity_fx,MARKET_IDX,COMMODITY_FX,EU,,excluded_nonplain_equity,not_researched,EU:COMMODITY_FX,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
400970,TIGER Fn메타버스,FnGuide 메타버스테마 지수,equity,equity,ETC,MULTI_TECH,KR,,not_applicable_no_compatible_stock_sector,own_underlying_regime,KR:MULTI_TECH,symbol_override_from_name_index,semantic_mapping_not_constituent_verified
401170,RISE 메타버스,iSelect 메타버스 지수(시장가격지수),equity,equity,ETC,MULTI_TECH,KR,,not_applicable_no_compatible_stock_sector,own_underlying_regime,KR:MULTI_TECH,symbol_override_from_name_index,semantic_mapping_not_constituent_verified
401470,KODEX 메타버스액티브,FnGuide K-메타버스 지수,equity,equity,ETC,MULTI_TECH,KR,,not_applicable_no_compatible_stock_sector,own_underlying_regime,KR:MULTI_TECH,symbol_override_from_name_index,semantic_mapping_not_constituent_verified
402970,ACE 미국배당다우존스,Dow Jones U.S. Dividend 100 Price Return Index,equity,equity,MARKET_IDX,MARKET_IDX,US,,not_applicable_no_compatible_stock_sector,own_underlying_regime,US:MARKET_IDX,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
407820,에셋플러스 코리아플랫폼액티브,FnGuide 플랫폼 지수(Price Return),equity,equity,SOFTWARE,SOFTWARE,KR,SOFTWARE,domestic_stock_sector,domestic_stock_sector,KR:SOFTWARE,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
409810,KODEX 미국나스닥100선물인버스(H),NASDAQ 100,leveraged_inverse,leveraged_inverse,MARKET_IDX,MARKET_IDX,US,,excluded_nonplain_equity,not_researched,US:MARKET_IDX,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
409820,KODEX 미국나스닥100레버리지(합성 H),NASDAQ 100,leveraged_inverse,leveraged_inverse,MARKET_IDX,MARKET_IDX,US,,excluded_nonplain_equity,not_researched,US:MARKET_IDX,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
411060,ACE KRX금현물,KRX 금현물지수,commodity_fx,commodity_fx,MARKET_IDX,COMMODITY_FX,KR,,excluded_nonplain_equity,not_researched,KR:COMMODITY_FX,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
411420,KODEX 미국나스닥AI테크액티브,Nasdaq CB Insights Metaverse US Index (Price Return),equity,equity,MARKET_IDX,MULTI_TECH,US,,not_applicable_no_compatible_stock_sector,own_underlying_regime,US:MULTI_TECH,symbol_override_from_name_index,semantic_mapping_not_constituent_verified
412570,TIGER 2차전지TOP10레버리지,KRX 2차전지 TOP 10 지수,leveraged_inverse,leveraged_inverse,BATTERY,BATTERY,KR,BATTERY,excluded_nonplain_equity,not_researched,KR:BATTERY,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
412770,TIGER 글로벌AI플랫폼액티브,Indxx Global Metaverse Index (Price Return),equity,equity,SOFTWARE,SOFTWARE,GLOBAL,,not_applicable_no_compatible_stock_sector,own_underlying_regime,GLOBAL:SOFTWARE,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
414270,ACE 글로벌자율주행액티브,FactSet US-China Electric&Autonomous Vehicle Price Return Index,equity,equity,ETC,AUTO,US_CN,,not_applicable_no_compatible_stock_sector,own_underlying_regime,US_CN:AUTO,symbol_override_from_name_index,semantic_mapping_not_constituent_verified
417630,TIGER KEDI혁신기업ESG30,KEDI 혁신기업ESG30 지수(시장가격 지수),equity,equity,ETC,MARKET_IDX,KR,,not_applicable_no_compatible_stock_sector,own_underlying_regime,KR:MARKET_IDX,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
418660,TIGER 미국나스닥100레버리지(합성),NASDAQ 100,leveraged_inverse,leveraged_inverse,MARKET_IDX,MARKET_IDX,US,,excluded_nonplain_equity,not_researched,US:MARKET_IDX,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
419890,KIWOOM 단기채권ESG액티브,KIS ESG 9M~1.5Y,bond_cash,bond_cash,MARKET_IDX,BOND_CASH,KR,,excluded_nonplain_equity,not_researched,KR:BOND_CASH,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
422420,RISE 2차전지액티브,iSelect 2차전지 지수 (시장가격지수),equity,equity,BATTERY,BATTERY,KR,BATTERY,domestic_stock_sector,domestic_stock_sector,KR:BATTERY,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
423160,KODEX KOFR금리액티브(합성),KOFR 지수,bond_cash,bond_cash,MARKET_IDX,BOND_CASH,KR,,excluded_nonplain_equity,not_researched,KR:BOND_CASH,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
423920,TIGER 미국필라델피아반도체레버리지(합성),PHLX Semiconductor Sector Index,leveraged_inverse,leveraged_inverse,SEMI,SEMI,US,,excluded_nonplain_equity,not_researched,US:SEMI,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
426030,TIME 미국나스닥100액티브,NASDAQ 100,equity,equity,MARKET_IDX,MARKET_IDX,US,,not_applicable_no_compatible_stock_sector,own_underlying_regime,US:MARKET_IDX,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
427120,RISE AI플랫폼,FnGuide AI 플랫폼 지수,equity,equity,SOFTWARE,SOFTWARE,KR,SOFTWARE,domestic_stock_sector,domestic_stock_sector,KR:SOFTWARE,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
434730,HANARO 원자력iSelect,iSelect 원자력지수 (시장가격),equity,equity,ENERGY,ENERGY,KR,ENERGY,domestic_stock_sector,domestic_stock_sector,KR:ENERGY,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
435040,ACE 글로벌브랜드TOP10,Bloomberg Global Select Industry Leaders TOP10 Index(PR),equity,equity,MARKET_IDX,MARKET_IDX,GLOBAL,,not_applicable_no_compatible_stock_sector,own_underlying_regime,GLOBAL:MARKET_IDX,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
441540,HANARO Fn조선해운,FnGuide 조선해운지수,equity,equity,SHIP_DEF,SHIP_DEF,KR,SHIP_DEF,domestic_stock_sector,domestic_stock_sector,KR:SHIP_DEF,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
441640,KODEX 미국배당커버드콜액티브,S&P 500,option_overlay,option_overlay,MARKET_IDX,MARKET_IDX,US,,excluded_nonplain_equity,not_researched,US:MARKET_IDX,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
441680,TIGER 미국나스닥100커버드콜(합성),Cboe Nasdaq-100 BuyWrite V2 지수 (Total Return),option_overlay,option_overlay,MARKET_IDX,MARKET_IDX,US,,excluded_nonplain_equity,not_researched,US:MARKET_IDX,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
442580,PLUS 글로벌HBM반도체,iSelect 글로벌HBM반도체 지수,equity,equity,SEMI,SEMI,GLOBAL,,not_applicable_no_compatible_stock_sector,own_underlying_regime,GLOBAL:SEMI,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
445290,KODEX 로봇액티브,iSelect K-로봇테마 지수,equity,equity,SHIP_DEF,SHIP_DEF,KR,SHIP_DEF,domestic_stock_sector,domestic_stock_sector,KR:SHIP_DEF,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
446720,SOL 미국배당다우존스,Dow Jones U.S. Dividend 100 Price Return Index,equity,equity,MARKET_IDX,MARKET_IDX,US,,not_applicable_no_compatible_stock_sector,own_underlying_regime,US:MARKET_IDX,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
446770,ACE 글로벌반도체TOP4 Plus,Solactive Global Semiconductor TOP4 Plus Price Return Index,equity,equity,SEMI,SEMI,GLOBAL,,not_applicable_no_compatible_stock_sector,own_underlying_regime,GLOBAL:SEMI,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
449170,TIGER KOFR금리액티브(합성),KOFR 지수,bond_cash,bond_cash,MARKET_IDX,BOND_CASH,KR,,excluded_nonplain_equity,not_researched,KR:BOND_CASH,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
449450,PLUS K방산,FnGuide K-방위산업 지수,equity,equity,SHIP_DEF,SHIP_DEF,KR,SHIP_DEF,domestic_stock_sector,domestic_stock_sector,KR:SHIP_DEF,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
451530,TIGER 국고채30년스트립액티브,KIS STRIP 30Y Index(총수익지수),bond_cash,bond_cash,MARKET_IDX,BOND_CASH,KR,,excluded_nonplain_equity,not_researched,KR:BOND_CASH,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
452360,SOL 미국배당다우존스(H),Dow Jones U.S. Dividend 100 Price Return Index,equity,equity,MARKET_IDX,MARKET_IDX,US,,not_applicable_no_compatible_stock_sector,own_underlying_regime,US:MARKET_IDX,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
453810,KODEX 인도Nifty50,Nifty 50 Index,equity,equity,ETC,MARKET_IDX,IN,,not_applicable_no_compatible_stock_sector,own_underlying_regime,IN:MARKET_IDX,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
453850,ACE 미국30년국채액티브(H),Bloomberg U.S Treasury 20+ Year Total Return Index,bond_cash,bond_cash,MARKET_IDX,BOND_CASH,US,,excluded_nonplain_equity,not_researched,US:BOND_CASH,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
453870,TIGER 인도니프티50,Nifty 50 Index,equity,equity,ETC,MARKET_IDX,IN,,not_applicable_no_compatible_stock_sector,own_underlying_regime,IN:MARKET_IDX,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
455850,SOL AI반도체소부장,FnGuide AI 반도체 소부장 지수,equity,equity,SEMI,SEMI,KR,SEMI,domestic_stock_sector,domestic_stock_sector,KR:SEMI,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
455860,SOL 2차전지소부장Fn,FnGuide 2차전지 소부장 지수(PR),equity,equity,SEMI,BATTERY,KR,BATTERY,domestic_stock_sector,domestic_stock_sector,KR:BATTERY,symbol_override_from_name_index,semantic_mapping_not_constituent_verified
455890,RISE 머니마켓액티브,KIS 시가평가 MMF 지수 (총수익지수),bond_cash,bond_cash,MARKET_IDX,BOND_CASH,KR,,excluded_nonplain_equity,not_researched,KR:BOND_CASH,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
456600,TIME 글로벌AI인공지능액티브,Solactive Global Artificial Intelligence 지수,equity,equity,ETC,MULTI_TECH,GLOBAL,,not_applicable_no_compatible_stock_sector,own_underlying_regime,GLOBAL:MULTI_TECH,symbol_override_from_name_index,semantic_mapping_not_constituent_verified
457480,ACE 테슬라밸류체인액티브,Bloomberg EV Supporters Plus Tesla Price Return Index,equity,equity,ETC,AUTO,US,,not_applicable_no_compatible_stock_sector,own_underlying_regime,US:AUTO,symbol_override_from_name_index,semantic_mapping_not_constituent_verified
457990,PLUS 태양광&ESS,FnGuide 태양광 & ESS 지수,equity,equity,ENERGY,ENERGY,KR,ENERGY,domestic_stock_sector,domestic_stock_sector,KR:ENERGY,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
458250,TIGER 미국30년국채스트립액티브(합성 H),ICE BofA Long US Treasury Principal STRIPS Index,bond_cash,bond_cash,MARKET_IDX,BOND_CASH,US,,excluded_nonplain_equity,not_researched,US:BOND_CASH,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
458730,TIGER 미국배당다우존스,Dow Jones U.S. Dividend 100 Price Return Index,equity,equity,MARKET_IDX,MARKET_IDX,US,,not_applicable_no_compatible_stock_sector,own_underlying_regime,US:MARKET_IDX,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
458760,TIGER 미국배당다우존스타겟커버드콜2호,DowJones U.S. Dividend 100 7% Premium Covered Call 지수 (TR),option_overlay,option_overlay,MARKET_IDX,MARKET_IDX,US,,excluded_nonplain_equity,not_researched,US:MARKET_IDX,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
459580,KODEX CD금리액티브(합성),KAP 양도성예금증서(CD)금리지수(총수익지수),bond_cash,bond_cash,MARKET_IDX,BOND_CASH,KR,,excluded_nonplain_equity,not_researched,KR:BOND_CASH,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
461950,KODEX 2차전지핵심소재10,FnGuide 2차전지핵심소재10 지수,equity,equity,BATTERY,BATTERY,KR,BATTERY,domestic_stock_sector,domestic_stock_sector,KR:BATTERY,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
462010,TIGER 2차전지소재Fn,FnGuide 2차전지소재 (Price Return) 지수,equity,equity,BATTERY,BATTERY,KR,BATTERY,domestic_stock_sector,domestic_stock_sector,KR:BATTERY,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
462330,KODEX 2차전지산업레버리지,FnGuide 2차전지 산업 지수,leveraged_inverse,leveraged_inverse,BATTERY,BATTERY,KR,BATTERY,excluded_nonplain_equity,not_researched,KR:BATTERY,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
462900,KoAct 바이오헬스케어액티브,iSelect 바이오헬스케어 PR 지수,equity,equity,BIO,BIO,KR,BIO,domestic_stock_sector,domestic_stock_sector,KR:BIO,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
463050,TIME K바이오액티브,KRX 헬스케어,equity,equity,BIO,BIO,KR,BIO,domestic_stock_sector,domestic_stock_sector,KR:BIO,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
463250,TIGER K방산&우주,iSelect K방산&우주,equity,equity,SHIP_DEF,SHIP_DEF,KR,SHIP_DEF,domestic_stock_sector,domestic_stock_sector,KR:SHIP_DEF,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
464600,SOL 자동차소부장Fn,FnGuide 자동차소부장지수(PR),equity,equity,AUTO,AUTO,KR,AUTO,domestic_stock_sector,domestic_stock_sector,KR:AUTO,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
464610,SOL 의료기기소부장Fn,FnGuide 의료기기소부장지수(PR),equity,equity,HEALTH_SVC,HEALTH_SVC,KR,HEALTH_SVC,domestic_stock_sector,domestic_stock_sector,KR:HEALTH_SVC,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
464930,TIGER 글로벌혁신블루칩TOP10,Mirae Asset Global Innovative Bluechip Top 10 Index(PR),equity,equity,MARKET_IDX,MARKET_IDX,GLOBAL,,not_applicable_no_compatible_stock_sector,own_underlying_regime,GLOBAL:MARKET_IDX,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
465330,RISE 2차전지TOP10,iSelect 2차전지 TOP10 지수(PR),equity,equity,BATTERY,BATTERY,KR,BATTERY,domestic_stock_sector,domestic_stock_sector,KR:BATTERY,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
465350,RISE 2차전지TOP10인버스(합성),iSelect 2차전지 TOP10 지수(PR),leveraged_inverse,leveraged_inverse,MARKET_IDX,BATTERY,KR,BATTERY,excluded_nonplain_equity,not_researched,KR:BATTERY,symbol_override_from_name_index,semantic_mapping_not_constituent_verified
465580,ACE 미국빅테크TOP7 Plus,Solactive US Big Tech Top 7 Plus Price Return Index,equity,equity,MARKET_IDX,MULTI_TECH,US,,not_applicable_no_compatible_stock_sector,own_underlying_regime,US:MULTI_TECH,symbol_override_from_name_index,semantic_mapping_not_constituent_verified
466920,SOL 조선TOP3플러스,FnGuide 조선TOP3플러스지수(PR),equity,equity,SHIP_DEF,SHIP_DEF,KR,SHIP_DEF,domestic_stock_sector,domestic_stock_sector,KR:SHIP_DEF,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
466930,SOL 자동차TOP3플러스,FnGuide 자동차TOP3플러스지수(PR),equity,equity,AUTO,AUTO,KR,AUTO,domestic_stock_sector,domestic_stock_sector,KR:AUTO,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
466940,TIGER 은행고배당플러스TOP10,FnGuide 은행고배당플러스TOP10 지수(시장가격 지수),equity,equity,MARKET_IDX,FINANCE,KR,FINANCE,domestic_stock_sector,domestic_stock_sector,KR:FINANCE,symbol_override_from_name_index,semantic_mapping_not_constituent_verified
469070,RISE AI&로봇,iSelect AI&로봇 지수(시장가격),equity,equity,SHIP_DEF,SHIP_DEF,KR,SHIP_DEF,domestic_stock_sector,domestic_stock_sector,KR:SHIP_DEF,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
469150,ACE AI반도체TOP3+,FnGuide AI반도체 TOP3+ 지수,equity,equity,SEMI,SEMI,KR,SEMI,domestic_stock_sector,domestic_stock_sector,KR:SEMI,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
469830,SOL 초단기채권액티브,KAP 단기자금시장지수,bond_cash,bond_cash,MARKET_IDX,BOND_CASH,KR,,excluded_nonplain_equity,not_researched,KR:BOND_CASH,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
471230,KODEX 국고채10년액티브,KAP 국고채 10년 지수(TR),bond_cash,bond_cash,MARKET_IDX,BOND_CASH,KR,,excluded_nonplain_equity,not_researched,KR:BOND_CASH,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
471760,TIGER AI반도체핵심공정,iSelect AI반도체핵심공정지수,equity,equity,SEMI,SEMI,KR,SEMI,domestic_stock_sector,domestic_stock_sector,KR:SEMI,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
471990,KODEX AI반도체핵심장비,iSelect AI 반도체핵심장비 지수,equity,equity,SEMI,SEMI,KR,SEMI,domestic_stock_sector,domestic_stock_sector,KR:SEMI,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
472150,TIGER 배당커버드콜액티브,코스피 200 커버드콜 5% OTM,option_overlay,option_overlay,MARKET_IDX,MARKET_IDX,KR,,excluded_nonplain_equity,not_researched,KR:MARKET_IDX,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
472160,TIGER 미국테크TOP10 INDXX(H),Indxx US Tech Top 10 Index,equity,equity,MARKET_IDX,MULTI_TECH,US,,not_applicable_no_compatible_stock_sector,own_underlying_regime,US:MULTI_TECH,symbol_override_from_name_index,semantic_mapping_not_constituent_verified
472870,RISE 미국30년국채엔화노출(합성 H),KIS 미국채30년 엔화노출 지수(USD/JPY 헤지)(총수익지수),bond_cash,bond_cash,MARKET_IDX,BOND_CASH,US,,excluded_nonplain_equity,not_researched,US:BOND_CASH,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
