symbol,name,underlyingIndexName,legacyAssetClass,assetClass,legacySectorCode,sectorCode,region,stockSectorCode,rotationSource,marketSource,peerGroup,basis,confidence
473330,SOL 미국30년국채커버드콜(합성),KEDI 미국 국채 20년+ 커버드콜 지수(NTR),bond_cash,bond_cash,MARKET_IDX,BOND_CASH,US,,excluded_nonplain_equity,not_researched,US:BOND_CASH,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
474220,TIGER 미국테크TOP10타겟커버드콜,Bloomberg U.S. Tech Top10+10% Premium Covered Call Index,option_overlay,option_overlay,MARKET_IDX,MULTI_TECH,US,,excluded_nonplain_equity,not_researched,US:MULTI_TECH,symbol_override_from_name_index,semantic_mapping_not_constituent_verified
475050,ACE KPOP포커스,iSelect K-POP 포커스지수(시장가격),equity,equity,TELCO_MEDIA,TELCO_MEDIA,KR,TELCO_MEDIA,domestic_stock_sector,domestic_stock_sector,KR:TELCO_MEDIA,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
475080,KODEX 테슬라커버드콜채권혼합액티브,KEDI 테슬라 인컴 프리미엄 밸런스드 지수(TR),mixed,mixed,MARKET_IDX,MULTI_ASSET,KR,,excluded_nonplain_equity,not_researched,KR:MULTI_ASSET,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
475300,SOL 반도체전공정,FnGuide 반도체 전공정 지수(PR),equity,equity,SEMI,SEMI,KR,SEMI,domestic_stock_sector,domestic_stock_sector,KR:SEMI,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
475630,TIGER CD1년금리액티브(합성),KIS CD 1Y 총수익지수,bond_cash,bond_cash,MARKET_IDX,BOND_CASH,KR,,excluded_nonplain_equity,not_researched,KR:BOND_CASH,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
475720,RISE 200위클리커버드콜,코스피 200 위클리 커버드콜 ATM 지수,option_overlay,option_overlay,MARKET_IDX,MARKET_IDX,KR,,excluded_nonplain_equity,not_researched,KR:MARKET_IDX,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
476550,TIGER 미국30년국채커버드콜액티브(H),KEDI 미국채30년 위클리 커버드콜30 지수(Total Return),bond_cash,bond_cash,MARKET_IDX,BOND_CASH,US,,excluded_nonplain_equity,not_researched,US:BOND_CASH,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
479850,HANARO K-뷰티,FnGuide K-뷰티 지수,equity,equity,HEALTH_SVC,HEALTH_SVC,KR,HEALTH_SVC,domestic_stock_sector,domestic_stock_sector,KR:HEALTH_SVC,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
481050,KODEX CD1년금리플러스액티브(합성),KAP 1년은행 CD+추가금리 지수(총수익지수),equity,bond_cash,MARKET_IDX,BOND_CASH,KR,,excluded_nonplain_equity,not_researched,KR:BOND_CASH,symbol_override_from_name_index,semantic_mapping_not_constituent_verified
481060,KODEX 미국30년국채타겟커버드콜(합성 H),Bloomberg U.S.Treasury 20+ Year(TLT)+ 12% Premium Covered Call index(TR),bond_cash,bond_cash,MARKET_IDX,BOND_CASH,US,,excluded_nonplain_equity,not_researched,US:BOND_CASH,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
483280,KODEX 미국AI테크TOP10타겟커버드콜,KEDI 미국 AI 테크 TOP10+15%프리미엄 지수(Total Return),option_overlay,option_overlay,MARKET_IDX,MULTI_TECH,US,,excluded_nonplain_equity,not_researched,US:MULTI_TECH,symbol_override_from_name_index,semantic_mapping_not_constituent_verified
483320,ACE 엔비디아밸류체인액티브,KEDI 글로벌AI반도체 지수,equity,equity,SEMI,SEMI,GLOBAL,,not_applicable_no_compatible_stock_sector,own_underlying_regime,GLOBAL:SEMI,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
484790,KODEX 미국30년국채액티브(H),KEDI-KAP 미국 국채 20+ 지수(TR),bond_cash,bond_cash,MARKET_IDX,BOND_CASH,US,,excluded_nonplain_equity,not_researched,US:BOND_CASH,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
486290,TIGER 미국나스닥100타겟데일리커버드콜,NASDAQ 100 Daily Covered Call Target Premium 15% 지수(TR),option_overlay,option_overlay,MARKET_IDX,MARKET_IDX,US,,excluded_nonplain_equity,not_researched,US:MARKET_IDX,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
487230,KODEX 미국AI전력핵심인프라,iSelect 미국AI전력핵심인프라 지수(Price Return),reit_infra,equity,CONSTRUCT,ENERGY,US,,not_applicable_no_compatible_stock_sector,own_underlying_regime,US:ENERGY,symbol_override_from_name_index,semantic_mapping_not_constituent_verified
487240,KODEX AI전력핵심설비,iSelect AI 전력핵심설비 지수(Price Return),equity,equity,ENERGY,ENERGY,KR,ENERGY,domestic_stock_sector,domestic_stock_sector,KR:ENERGY,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
487750,BNK 온디바이스AI,FnGuide 온디바이스AI 지수,equity,equity,IT_HW,IT_HW,KR,IT_HW,domestic_stock_sector,domestic_stock_sector,KR:IT_HW,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
488080,TIGER 반도체TOP10레버리지,FnGuide 반도체TOP10 지수,leveraged_inverse,leveraged_inverse,SEMI,SEMI,KR,SEMI,excluded_nonplain_equity,not_researched,KR:SEMI,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
488770,KODEX 머니마켓액티브,KAP MMF 지수(TR),bond_cash,bond_cash,MARKET_IDX,BOND_CASH,KR,,excluded_nonplain_equity,not_researched,KR:BOND_CASH,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
494300,KODEX 미국나스닥100데일리커버드콜OTM,NASDAQ-100 Daily Covered Call 101 Index(TR),option_overlay,option_overlay,MARKET_IDX,MARKET_IDX,US,,excluded_nonplain_equity,not_researched,US:MARKET_IDX,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
494310,KODEX 반도체레버리지,KRX 반도체,leveraged_inverse,leveraged_inverse,SEMI,SEMI,KR,SEMI,excluded_nonplain_equity,not_researched,KR:SEMI,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
494670,TIGER 조선TOP10,iSelect 조선TOP10 Index(PR),equity,equity,SHIP_DEF,SHIP_DEF,KR,SHIP_DEF,domestic_stock_sector,domestic_stock_sector,KR:SHIP_DEF,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
497570,TIGER 미국필라델피아AI반도체나스닥,PHLX US AI Semiconductor 지수 (PR),equity,equity,SEMI,SEMI,US,,not_applicable_no_compatible_stock_sector,own_underlying_regime,US:SEMI,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
498400,KODEX 200타겟위클리커버드콜,코스피 200 타겟 15% 위클리 커버드콜 지수,option_overlay,option_overlay,MARKET_IDX,MARKET_IDX,KR,,excluded_nonplain_equity,not_researched,KR:MARKET_IDX,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
498410,KODEX 금융고배당TOP10타겟위클리커버드콜,코스피 200 금융 고배당 TOP 10 타겟 15%분배 위클리 커버드콜 지수,option_overlay,option_overlay,MARKET_IDX,FINANCE,KR,FINANCE,excluded_nonplain_equity,not_researched,KR:FINANCE,symbol_override_from_name_index,semantic_mapping_not_constituent_verified
499660,TIGER CD금리플러스액티브(합성),KIS CD+CPI연동금리 월분배 지수,bond_cash,bond_cash,MARKET_IDX,BOND_CASH,KR,,excluded_nonplain_equity,not_researched,KR:BOND_CASH,existing_sector_plus_name_index,semantic_mapping_not_constituent_verified
