symbol,sectorCode,mapMethod,confidenceGrade
ELF,CONSUMER,RULE,B
ELS,FINANCE,RULE,B
ELV,HEALTH_SVC,EXPLICIT,A
DT,SOFTWARE,EXPLICIT,A
DX,FINANCE,RULE,B
DXYZ,IT_HW,RULE,B
DY,SHIP_DEF,RULE,B
EME,TELCO_MEDIA,ML_NAME_IMPUTED,C3
EG,CONSUMER,ML_NAME_IMPUTED,C3
EL,CONSUMER,EXPLICIT,A
EMN,CHEM_STEEL,EXPLICIT,A
EMP,FINANCE,RULE,B
ES,ENERGY,EXPLICIT,A
EW,HEALTH_SVC,EXPLICIT,A
ENB,CONSUMER,ML_NAME_IMPUTED,C3
FC,FINANCE,ML_NAME_IMPUTED,C3
FE,ENERGY,EXPLICIT,A
EVTC,CONSUMER,ML_NAME_IMPUTED,C3
FF,CHEM_STEEL,ML_NAME_IMPUTED,C2
FBIN,CONSUMER,RULE,B
FG,BIO,ML_NAME_IMPUTED,C3
ENR,ENERGY,ML_NAME_IMPUTED,C3
EVTL,SHIP_DEF,RULE,B
ENS,ENERGY,ML_NAME_IMPUTED,C3
FIGS,SOFTWARE,ML_NAME_IMPUTED,C2
ESNT,TELCO_MEDIA,ML_NAME_IMPUTED,C3
EOG,ENERGY,EXPLICIT,A
FAF,FINANCE,RULE,B
EPD,CONSTRUCT,ML_NAME_IMPUTED,C3
EPC,SHIP_DEF,ML_NAME_IMPUTED,C3
EVEX,CONSUMER,ML_NAME_IMPUTED,C3
EPR,FINANCE,RULE,B
FBK,FINANCE,RULE,B
FERG,BATTERY,ML_NAME_IMPUTED,C2
FBP,FINANCE,RULE,B
EQH,SOFTWARE,ML_NAME_IMPUTED,C3
EQS,SOFTWARE,ML_NAME_IMPUTED,C3
FCF,FINANCE,RULE,B
EQT,ENERGY,EXPLICIT,A
EAF,SHIP_DEF,ML_NAME_IMPUTED,C3
EAI,FINANCE,RULE,B
FCN,CONSUMER,ML_NAME_IMPUTED,C3
ENVA,CONSUMER,ML_NAME_IMPUTED,C3
EAT,CONSUMER,ML_NAME_IMPUTED,C3
FCX,CHEM_STEEL,EXPLICIT,A
ENHA,TELCO_MEDIA,ML_NAME_IMPUTED,C2
ERO,CHEM_STEEL,RULE,B
EBF,SEMI,ML_NAME_IMPUTED,C3
ESRT,FINANCE,RULE,B
EBS,SEMI,ML_NAME_IMPUTED,C3
ESI,IT_HW,RULE,B
FDX,CONSTRUCT,EXPLICIT,A
EROC,SOFTWARE,ML_NAME_IMPUTED,C2
ESS,FINANCE,RULE,B
EROK,CONSTRUCT,ML_NAME_IMPUTED,C3
ECL,CHEM_STEEL,EXPLICIT,A
ESAB,BATTERY,ML_NAME_IMPUTED,C3
ETSS,ENERGY,RULE,B
ECO,CHEM_STEEL,ML_NAME_IMPUTED,C3
FET,ENERGY,RULE,B
ETSY,SEMI,ML_NAME_IMPUTED,C3
EFXT,ENERGY,ML_NAME_IMPUTED,C3
ETN,SHIP_DEF,EXPLICIT,A
ETR,ENERGY,EXPLICIT,A
DUKB,ENERGY,RULE,B
FCPT,FINANCE,RULE,B
EVC,TELCO_MEDIA,RULE,B
DTM,CONSUMER,ML_NAME_IMPUTED,C3
ESTC,SOFTWARE,EXPLICIT,A
EVR,SOFTWARE,ML_NAME_IMPUTED,C1
EFC,FINANCE,RULE,B
DTW,ENERGY,RULE,B
FHI,SEMI,ML_NAME_IMPUTED,C3
EXPD,CONSUMER,ML_NAME_IMPUTED,C3
FHN,SHIP_DEF,ML_NAME_IMPUTED,C3
EQBK,FINANCE,RULE,B
EFX,CONSUMER,ML_NAME_IMPUTED,C3
DUK,ENERGY,EXPLICIT,A
FIG,SOFTWARE,ML_NAME_IMPUTED,C2
FCBM,FINANCE,RULE,B
DVA,SOFTWARE,ML_NAME_IMPUTED,C3
EGP,FINANCE,RULE,B
FIS,SOFTWARE,RULE,B
FIX,CONSTRUCT,EXPLICIT,A
EGY,ENERGY,RULE,B
EARN,FINANCE,RULE,B
EXK,CHEM_STEEL,RULE,B
ECVT,SEMI,ML_NAME_IMPUTED,C3
EXP,CONSTRUCT,EXPLICIT,A
EXR,SHIP_DEF,ML_NAME_IMPUTED,C2
DSX,CONSTRUCT,RULE,B
DTE,ENERGY,EXPLICIT,A
DV,BATTERY,ML_NAME_IMPUTED,C3
DVN,ENERGY,EXPLICIT,A
DXC,IT_HW,RULE,B
ECG,CONSTRUCT,RULE,B
ED,ENERGY,EXPLICIT,A
EE,ENERGY,RULE,B
EGO,CHEM_STEEL,RULE,B
ELAN,HEALTH_SVC,RULE,B
EMA,AUTO,ML_NAME_IMPUTED,C3
EMR,SHIP_DEF,EXPLICIT,A
ENOV,BATTERY,ML_NAME_IMPUTED,C1
EPAC,TELCO_MEDIA,ML_NAME_IMPUTED,C3
ESE,IT_HW,RULE,B
ET,ENERGY,RULE,B
ETD,SEMI,ML_NAME_IMPUTED,C3
EVH,HEALTH_SVC,RULE,B
EVMN,SEMI,ML_NAME_IMPUTED,C3
FBRT,FINANCE,RULE,B
FDS,IT_HW,RULE,B
FLNG,ENERGY,RULE,B
GLP,CONSTRUCT,ML_NAME_IMPUTED,C3
GSBD,FINANCE,RULE,B
GLW,IT_HW,EXPLICIT,A
GME,CONSUMER,ML_NAME_IMPUTED,C3
GMED,HEALTH_SVC,RULE,B
GROV,SOFTWARE,ML_NAME_IMPUTED,C3
HESM,CONSTRUCT,ML_NAME_IMPUTED,C3
GNE,ENERGY,RULE,B
GOLD,CHEM_STEEL,RULE,B
GOLF,CONSUMER,ML_NAME_IMPUTED,C3
G,ENERGY,ML_NAME_IMPUTED,C3
FLO,CONSUMER,RULE,B
H,CONSUMER,RULE,B
FLS,CHEM_STEEL,ML_NAME_IMPUTED,C3
GNW,FINANCE,RULE,B
GRBK,HEALTH_SVC,ML_NAME_IMPUTED,C3
FMC,CHEM_STEEL,EXPLICIT,A
GLED,FINANCE,RULE,B
HAE,SHIP_DEF,ML_NAME_IMPUTED,C3
HAL,ENERGY,EXPLICIT,A
GCTS,SEMI,RULE,B
GTES,SHIP_DEF,RULE,B
FNB,CHEM_STEEL,ML_NAME_IMPUTED,C3
GPC,AUTO,ML_NAME_IMPUTED,C3
FND,CONSUMER,ML_NAME_IMPUTED,C3
GPI,AUTO,EXPLICIT,A
GPK,CHEM_STEEL,ML_NAME_IMPUTED,C3
GPN,FINANCE,RULE,B
HBB,CONSUMER,RULE,B
GRDN,BIO,RULE,B
FOA,FINANCE,RULE,B
GTN.A,TELCO_MEDIA,RULE,B
GBCI,FINANCE,RULE,B
HCA,HEALTH_SVC,EXPLICIT,A
FOR,CONSUMER,ML_NAME_IMPUTED,C3
HCC,ENERGY,RULE,B
GBTG,FINANCE,ML_NAME_IMPUTED,C3
GAP,CONSUMER,ML_NAME_IMPUTED,C3
GRC,CONSUMER,ML_NAME_IMPUTED,C3
FPI,HEALTH_SVC,ML_NAME_IMPUTED,C3
FPH,SOFTWARE,ML_NAME_IMPUTED,C3
GPRK,CONSTRUCT,ML_NAME_IMPUTED,C3
FN,SOFTWARE,ML_NAME_IMPUTED,C3
FPS,ENERGY,RULE,B
FR,FINANCE,RULE,B
GBX,CONSUMER,ML_NAME_IMPUTED,C3
GD,SHIP_DEF,EXPLICIT,A
GE,SHIP_DEF,EXPLICIT,A
GSL,CONSTRUCT,EXPLICIT,A
GL,BIO,ML_NAME_IMPUTED,C3
GM,AUTO,EXPLICIT,A
GS,FINANCE,EXPLICIT,A
GOOS,SOFTWARE,ML_NAME_IMPUTED,C3
HEI,CHEM_STEEL,ML_NAME_IMPUTED,C3
GEF.B,TELCO_MEDIA,ML_NAME_IMPUTED,C3
HD,CONSUMER,EXPLICIT,A
HE,SHIP_DEF,RULE,B
GATX,SHIP_DEF,ML_NAME_IMPUTED,C3
HG,FINANCE,RULE,B
GTN,TELCO_MEDIA,RULE,B
FRO,AUTO,ML_NAME_IMPUTED,C3
FOUR,FINANCE,RULE,B
FRT,FINANCE,RULE,B
GTY,FINANCE,RULE,B
FSK,FINANCE,RULE,B
FSM,CHEM_STEEL,RULE,B
FSS,FINANCE,ML_NAME_IMPUTED,C3
GEF,SOFTWARE,ML_NAME_IMPUTED,C2
HASI,FINANCE,RULE,B
GEL,ENERGY,RULE,B
GEO,FINANCE,RULE,B
FVRR,IT_HW,ML_NAME_IMPUTED,C3
GVA,CONSTRUCT,RULE,B
HGV,CONSUMER,ML_NAME_IMPUTED,C3
GENI,CONSTRUCT,ML_NAME_IMPUTED,C3
GEV,FINANCE,ML_NAME_IMPUTED,C3
FLOC,SOFTWARE,ML_NAME_IMPUTED,C2
FTI,AUTO,ML_NAME_IMPUTED,C3
FTK,SHIP_DEF,RULE,B
FTS,CHEM_STEEL,ML_NAME_IMPUTED,C3
GFF,CHEM_STEEL,ML_NAME_IMPUTED,C3
FTW,TELCO_MEDIA,ML_NAME_IMPUTED,C3
FTV,AUTO,ML_NAME_IMPUTED,C3
HHH,HEALTH_SVC,ML_NAME_IMPUTED,C3
GFL,FINANCE,ML_NAME_IMPUTED,C3
GFR,CHEM_STEEL,ML_NAME_IMPUTED,C1
GLOB,CONSTRUCT,ML_NAME_IMPUTED,C3
GWH,IT_HW,RULE,B
FTRA,FINANCE,ML_NAME_IMPUTED,C1
FUL,CONSUMER,ML_NAME_IMPUTED,C3
FUN,TELCO_MEDIA,RULE,B
GGG,SOFTWARE,ML_NAME_IMPUTED,C3
GWW,SHIP_DEF,EXPLICIT,A
HIG,FINANCE,EXPLICIT,A
HII,SHIP_DEF,EXPLICIT,A
GNRC,SHIP_DEF,EXPLICIT,A
FUBO,SOFTWARE,ML_NAME_IMPUTED,C2
GXO,CONSTRUCT,RULE,B
FVR,FINANCE,RULE,B
GHC,CONSUMER,ML_NAME_IMPUTED,C3
GMRS,IT_HW,RULE,B
GIC,SHIP_DEF,RULE,B
GIB,SEMI,ML_NAME_IMPUTED,C3
GDOT,FINANCE,ML_NAME_IMPUTED,C3
HEI.A,CHEM_STEEL,ML_NAME_IMPUTED,C3
GIL,SOFTWARE,ML_NAME_IMPUTED,C3
HAWK,CONSUMER,ML_NAME_IMPUTED,C3
GIS,CONSUMER,EXPLICIT,A
GRND,CONSUMER,ML_NAME_IMPUTED,C3
GPJA,ENERGY,RULE,B
FLUT,TELCO_MEDIA,RULE,B
GJP,FINANCE,RULE,B
GJO,FINANCE,RULE,B
GJR,FINANCE,RULE,B
GJT,FINANCE,RULE,B
GRNT,CHEM_STEEL,ML_NAME_IMPUTED,C3
GJS,FINANCE,RULE,B
HGTY,SOFTWARE,ML_NAME_IMPUTED,C2
GKOS,BATTERY,ML_NAME_IMPUTED,C3
GRMN,SEMI,ML_NAME_IMPUTED,C3
GLAS,CONSUMER,RULE,B
HAYW,BATTERY,ML_NAME_IMPUTED,C3
FLR,BATTERY,ML_NAME_IMPUTED,C3
FNF,FINANCE,RULE,B
FNV,CHEM_STEEL,ML_NAME_IMPUTED,C3
GCO,SHIP_DEF,ML_NAME_IMPUTED,C3
GDDY,SOFTWARE,ML_NAME_IMPUTED,C2
GETY,SOFTWARE,ML_NAME_IMPUTED,C2
GHM,SHIP_DEF,ML_NAME_IMPUTED,C3
GNK,CONSTRUCT,EXPLICIT,A
GNL,CONSTRUCT,ML_NAME_IMPUTED,C3
GPGI,SOFTWARE,ML_NAME_IMPUTED,C2
GPMT,FINANCE,RULE,B
GPOR,ENERGY,RULE,B
GWRE,SOFTWARE,EXPLICIT,A
HAFN,ENERGY,ML_NAME_IMPUTED,C3
HBM,CHEM_STEEL,RULE,B
HCI,TELCO_MEDIA,ML_NAME_IMPUTED,C3
HIMS,HEALTH_SVC,RULE,B
HNI,CHEM_STEEL,ML_NAME_IMPUTED,C3
IPI,CHEM_STEEL,RULE,B
JBGS,FINANCE,RULE,B
JBI,TELCO_MEDIA,ML_NAME_IMPUTED,C3
JBK,FINANCE,RULE,B
JBL,IT_HW,EXPLICIT,A
JBS,SOFTWARE,ML_NAME_IMPUTED,C2
HOG,SHIP_DEF,ML_NAME_IMPUTED,C3
HOS,CONSTRUCT,ML_NAME_IMPUTED,C2
IAG,CHEM_STEEL,RULE,B
HUBB,SHIP_DEF,EXPLICIT,A
IQV,HEALTH_SVC,EXPLICIT,A
JCI,SHIP_DEF,ML_NAME_IMPUTED,C3
KBDC,FINANCE,RULE,B
KEN,SEMI,ML_NAME_IMPUTED,C3
HPE,IT_HW,EXPLICIT,A
HUBS,SOFTWARE,EXPLICIT,A
KEY,CONSUMER,ML_NAME_IMPUTED,C3
KEX,CONSTRUCT,EXPLICIT,A
HNGE,HEALTH_SVC,RULE,B
IRM,FINANCE,RULE,B
HPQ,IT_HW,EXPLICIT,A
HPP,FINANCE,RULE,B
IRT,FINANCE,RULE,B
J,IT_HW,RULE,B
IBM,IT_HW,EXPLICIT,A
IBP,CONSTRUCT,RULE,B
KFY,CONSUMER,ML_NAME_IMPUTED,C3
INSP,HEALTH_SVC,RULE,B
KGC,CHEM_STEEL,RULE,B
IIIN,SHIP_DEF,RULE,B
ICE,FINANCE,EXPLICIT,A
JEF,FINANCE,RULE,B
INSW,CONSUMER,ML_NAME_IMPUTED,C3
ICL,TELCO_MEDIA,ML_NAME_IMPUTED,C3
KGS,ENERGY,RULE,B
HRB,CONSUMER,ML_NAME_IMPUTED,C3
IMAX,ENERGY,ML_NAME_IMPUTED,C3
HRI,HEALTH_SVC,ML_NAME_IMPUTED,C3
JOBY,CONSTRUCT,ML_NAME_IMPUTED,C3
HRL,CONSUMER,RULE,B
INVX,CONSUMER,ML_NAME_IMPUTED,C3
IDA,SEMI,ML_NAME_IMPUTED,C3
KHC,CONSUMER,EXPLICIT,A
ITT,CONSUMER,ML_NAME_IMPUTED,C3
ITW,SHIP_DEF,EXPLICIT,A
INFQ,CONSTRUCT,ML_NAME_IMPUTED,C3
IDT,TELCO_MEDIA,ML_NAME_IMPUTED,C3
KIM,FINANCE,RULE,B
HSY,CONSUMER,EXPLICIT,A
INVH,CONSTRUCT,RULE,B
HTB,FINANCE,RULE,B
HTH,SOFTWARE,ML_NAME_IMPUTED,C3
IEX,SHIP_DEF,EXPLICIT,A
JXN,FINANCE,RULE,B
IVR,FINANCE,RULE,B
IVT,FINANCE,RULE,B
KMPR,CHEM_STEEL,ML_NAME_IMPUTED,C2
IFF,CONSUMER,ML_NAME_IMPUTED,C3
HTGC,FINANCE,RULE,B
IVZ,FINANCE,EXPLICIT,A
IFS,FINANCE,RULE,B
JHX,SHIP_DEF,RULE,B
HRTG,FINANCE,RULE,B
JILL,SOFTWARE,ML_NAME_IMPUTED,C3
HIPO,CONSUMER,ML_NAME_IMPUTED,C3
HUM,HEALTH_SVC,EXPLICIT,A
INGM,SEMI,ML_NAME_IMPUTED,C2
KFRC,SOFTWARE,ML_NAME_IMPUTED,C2
INGR,SEMI,ML_NAME_IMPUTED,C3
KKR,FINANCE,EXPLICIT,A
HOMB,FINANCE,RULE,B
IIPR,FINANCE,RULE,B
KLC,CHEM_STEEL,ML_NAME_IMPUTED,C3
HL,CHEM_STEEL,RULE,B
HVT,CONSUMER,ML_NAME_IMPUTED,C3
HP,SEMI,ML_NAME_IMPUTED,C3
HR,HEALTH_SVC,RULE,B
HLIO,IT_HW,RULE,B
HY,SOFTWARE,ML_NAME_IMPUTED,C2
IHS,CONSUMER,ML_NAME_IMPUTED,C3
HWM,SHIP_DEF,EXPLICIT,A
KMI,ENERGY,EXPLICIT,A
IP,CHEM_STEEL,RULE,B
IR,SHIP_DEF,EXPLICIT,A
IT,CONSUMER,ML_NAME_IMPUTED,C3
KMT,CHEM_STEEL,RULE,B
KMX,FINANCE,ML_NAME_IMPUTED,C3
HXL,SEMI,ML_NAME_IMPUTED,C3
HVT.A,CONSUMER,ML_NAME_IMPUTED,C3
IONQ,SEMI,ML_NAME_IMPUTED,C3
JLL,SEMI,ML_NAME_IMPUTED,C3
KD,BATTERY,ML_NAME_IMPUTED,C3
KN,CHEM_STEEL,ML_NAME_IMPUTED,C3
IBTA,SOFTWARE,ML_NAME_IMPUTED,C2
KLAR,AUTO,ML_NAME_IMPUTED,C2
HSHP,CONSTRUCT,RULE,B
ITGR,ENERGY,ML_NAME_IMPUTED,C3
HIW,FINANCE,RULE,B
HZO,CONSTRUCT,RULE,B
JNJ,CONSTRUCT,ML_NAME_IMPUTED,C3
JBTM,CHEM_STEEL,ML_NAME_IMPUTED,C3
JOE,CONSUMER,ML_NAME_IMPUTED,C2
HLLY,SOFTWARE,ML_NAME_IMPUTED,C3
KAI,CONSUMER,ML_NAME_IMPUTED,C3
HLF,CHEM_STEEL,ML_NAME_IMPUTED,C3
JPM,FINANCE,EXPLICIT,A
INN,FINANCE,RULE,B
INR,CHEM_STEEL,ML_NAME_IMPUTED,C3
KBH,CONSTRUCT,EXPLICIT,A
HLT,CONSTRUCT,ML_NAME_IMPUTED,C3
JELD,CONSUMER,ML_NAME_IMPUTED,C3
KEYS,IT_HW,EXPLICIT,A
KBR,SEMI,ML_NAME_IMPUTED,C3
HMN,CONSUMER,ML_NAME_IMPUTED,C3
IOT,SOFTWARE,ML_NAME_IMPUTED,C2
JAN,SOFTWARE,ML_NAME_IMPUTED,C2
JMKE,SOFTWARE,ML_NAME_IMPUTED,C2
HLI,SOFTWARE,ML_NAME_IMPUTED,C2
HOV,BATTERY,ML_NAME_IMPUTED,C1
HUN,CHEM_STEEL,EXPLICIT,A
LVS,CONSUMER,ML_NAME_IMPUTED,C3
MHK,SHIP_DEF,RULE,B
MHO,CONSTRUCT,RULE,B
LBRT,ENERGY,RULE,B
LFT,FINANCE,RULE,B
LYNX,SHIP_DEF,ML_NAME_IMPUTED,C3
MIR,IT_HW,RULE,B
LION,TELCO_MEDIA,RULE,B
LXP,FINANCE,RULE,B
LXU,SHIP_DEF,RULE,B
L,CHEM_STEEL,ML_NAME_IMPUTED,C3
M,SEMI,ML_NAME_IMPUTED,C3
LYB,CHEM_STEEL,EXPLICIT,A
LHX,SHIP_DEF,EXPLICIT,A
MKC,SHIP_DEF,ML_NAME_IMPUTED,C2
KWR,CONSUMER,ML_NAME_IMPUTED,C3
LYV,TELCO_MEDIA,EXPLICIT,A
MANE,AUTO,ML_NAME_IMPUTED,C3
KREF,FINANCE,RULE,B
KWY,CHEM_STEEL,ML_NAME_IMPUTED,C3
LII,CONSUMER,ML_NAME_IMPUTED,C3
MKL,TELCO_MEDIA,ML_NAME_IMPUTED,C3
MHLA,FINANCE,ML_NAME_IMPUTED,C3
LZB,SEMI,ML_NAME_IMPUTED,C3
MANU,SHIP_DEF,ML_NAME_IMPUTED,C3
LZM,CHEM_STEEL,RULE,B
MLI,SHIP_DEF,RULE,B
MLM,CONSTRUCT,EXPLICIT,A
MLP,CONSUMER,ML_NAME_IMPUTED,C3
MLR,SHIP_DEF,RULE,B
KNOP,CHEM_STEEL,ML_NAME_IMPUTED,C3
MMI,SEMI,ML_NAME_IMPUTED,C3
MMM,SHIP_DEF,EXPLICIT,A
MMS,SEMI,ML_NAME_IMPUTED,C3
MHNC,CONSTRUCT,ML_NAME_IMPUTED,C3
LEN.B,CONSTRUCT,ML_NAME_IMPUTED,C2
KODK,SHIP_DEF,ML_NAME_IMPUTED,C3
LUMN,TELCO_MEDIA,EXPLICIT,A
LMND,CONSUMER,ML_NAME_IMPUTED,C3
LOAR,CONSUMER,ML_NAME_IMPUTED,C3
LLY,CONSUMER,ML_NAME_IMPUTED,C2
MICC,SHIP_DEF,ML_NAME_IMPUTED,C3
KNSL,FINANCE,RULE,B
LADR,FINANCE,RULE,B
MOD,AUTO,EXPLICIT,A
MOH,HEALTH_SVC,EXPLICIT,A
MOS,CHEM_STEEL,EXPLICIT,A
LMT,SHIP_DEF,EXPLICIT,A
LCII,SHIP_DEF,RULE,B
MOV,TELCO_MEDIA,ML_NAME_IMPUTED,C3
KPET,CHEM_STEEL,ML_NAME_IMPUTED,C3
MIAX,CONSUMER,ML_NAME_IMPUTED,C3
LNC,CONSTRUCT,ML_NAME_IMPUTED,C2
LNG,ENERGY,EXPLICIT,A
LNN,BATTERY,ML_NAME_IMPUTED,C3
LOCL,CHEM_STEEL,ML_NAME_IMPUTED,C3
KVUE,CONSUMER,ML_NAME_IMPUTED,C3
MOG.A,SOFTWARE,ML_NAME_IMPUTED,C2
MOG.B,SOFTWARE,ML_NAME_IMPUTED,C2
LOB,FINANCE,RULE,B
MBGL,AUTO,RULE,B
MAA,FINANCE,ML_NAME_IMPUTED,C3
MAC,CONSUMER,ML_NAME_IMPUTED,C2
LOW,CONSUMER,EXPLICIT,A
MATV,SOFTWARE,ML_NAME_IMPUTED,C3
MITT,FINANCE,RULE,B
KNTK,SOFTWARE,ML_NAME_IMPUTED,C2
MAN,ENERGY,ML_NAME_IMPUTED,C3
MATX,CONSTRUCT,EXPLICIT,A
MAS,CHEM_STEEL,ML_NAME_IMPUTED,C3
KNF,CONSUMER,ML_NAME_IMPUTED,C3
LPG,CONSTRUCT,ML_NAME_IMPUTED,C3
MAX,TELCO_MEDIA,RULE,B
MBC,CONSUMER,ML_NAME_IMPUTED,C3
KNX,CONSTRUCT,EXPLICIT,A
LPX,CONSTRUCT,ML_NAME_IMPUTED,C2
MBI,SEMI,ML_NAME_IMPUTED,C3
MAGN,BATTERY,ML_NAME_IMPUTED,C3
KO,CONSUMER,EXPLICIT,A
KR,CONSUMER,EXPLICIT,A
KRMN,SOFTWARE,ML_NAME_IMPUTED,C3
KOP,CONSUMER,ML_NAME_IMPUTED,C3
MCB,FINANCE,RULE,B
MKC.V,SHIP_DEF,ML_NAME_IMPUTED,C3
KOS,ENERGY,RULE,B
LAD,AUTO,EXPLICIT,A
LAC,BATTERY,EXPLICIT,A
MCK,HEALTH_SVC,EXPLICIT,A
LB,CHEM_STEEL,ML_NAME_IMPUTED,C3
MCO,FINANCE,EXPLICIT,A
LXFR,SOFTWARE,ML_NAME_IMPUTED,C3
LAR,BATTERY,RULE,B
LH,SOFTWARE,ML_NAME_IMPUTED,C3
MCS,CONSTRUCT,ML_NAME_IMPUTED,C3
LDOS,SHIP_DEF,EXPLICIT,A
MCY,CONSUMER,ML_NAME_IMPUTED,C3
LAW,CONSUMER,ML_NAME_IMPUTED,C3
LRN,SHIP_DEF,ML_NAME_IMPUTED,C3
LW,SHIP_DEF,ML_NAME_IMPUTED,C3
MDA,SHIP_DEF,ML_NAME_IMPUTED,C2
LUCK,TELCO_MEDIA,RULE,B
MA,FINANCE,EXPLICIT,A
MC,TELCO_MEDIA,ML_NAME_IMPUTED,C3
MD,HEALTH_SVC,RULE,B
LSPD,FINANCE,ML_NAME_IMPUTED,C3
MAIN,FINANCE,RULE,B
MG,TELCO_MEDIA,ML_NAME_IMPUTED,C3
MH,CONSUMER,ML_NAME_IMPUTED,C3
MDT,HEALTH_SVC,EXPLICIT,A
MAIR,IT_HW,RULE,B
MDU,CHEM_STEEL,ML_NAME_IMPUTED,C2
MO,CONSUMER,EXPLICIT,A
MP,CHEM_STEEL,EXPLICIT,A
MEC,CONSUMER,ML_NAME_IMPUTED,C3
MED,HEALTH_SVC,ML_NAME_IMPUTED,C3
MEI,IT_HW,RULE,B
LTC,FINANCE,RULE,B
KRC,FINANCE,RULE,B
MET,FINANCE,EXPLICIT,A
KRG,FINANCE,RULE,B
LTH,TELCO_MEDIA,ML_NAME_IMPUTED,C3
LVWR,TELCO_MEDIA,ML_NAME_IMPUTED,C2
KRP,CHEM_STEEL,RULE,B
KRO,CONSTRUCT,ML_NAME_IMPUTED,C3
MFA,FINANCE,RULE,B
MFC,FINANCE,RULE,B
LEVI,SOFTWARE,ML_NAME_IMPUTED,C2
LDI,SOFTWARE,ML_NAME_IMPUTED,C1
LANV,TELCO_MEDIA,ML_NAME_IMPUTED,C3
KVYO,TELCO_MEDIA,ML_NAME_IMPUTED,C3
MGA,CONSUMER,ML_NAME_IMPUTED,C3
LEA,AUTO,EXPLICIT,A
KSS,BATTERY,ML_NAME_IMPUTED,C3
LUV,CONSTRUCT,EXPLICIT,A
MGM,CONSUMER,RULE,B
LEN,CONSTRUCT,EXPLICIT,A
KTB,CONSUMER,RULE,B
LEU,ENERGY,RULE,B
MGY,ENERGY,RULE,B
MNTN,SOFTWARE,ML_NAME_IMPUTED,C3
LAZ,SEMI,ML_NAME_IMPUTED,C3
LCLN,TELCO_MEDIA,ML_NAME_IMPUTED,C2
MCD,CONSUMER,EXPLICIT,A
NGVC,CONSUMER,ML_NAME_IMPUTED,C3
MTRN,CHEM_STEEL,ML_NAME_IMPUTED,C2
NVST,ENERGY,ML_NAME_IMPUTED,C3
NMAX,TELCO_MEDIA,ML_NAME_IMPUTED,C1
NGVT,BATTERY,ML_NAME_IMPUTED,C3
NJR,CHEM_STEEL,RULE,B
MYE,SHIP_DEF,RULE,B
MTAL,FINANCE,RULE,B
NPWR,ENERGY,RULE,B
NLOP,FINANCE,RULE,B
MPLX,CHEM_STEEL,ML_NAME_IMPUTED,C3
O,FINANCE,RULE,B
MTDR,CHEM_STEEL,ML_NAME_IMPUTED,C1
NLY,FINANCE,RULE,B
NMG,CHEM_STEEL,ML_NAME_IMPUTED,C3
NMM,CONSTRUCT,ML_NAME_IMPUTED,C3
OFRM,CONSUMER,ML_NAME_IMPUTED,C3
NTST,CHEM_STEEL,ML_NAME_IMPUTED,C3
NPKI,CONSUMER,ML_NAME_IMPUTED,C3
NNI,SOFTWARE,ML_NAME_IMPUTED,C3
MSDL,FINANCE,ML_NAME_IMPUTED,C3
NNN,FINANCE,RULE,B
NVGS,SEMI,ML_NAME_IMPUTED,C3
NUVB,BIO,RULE,B
MRSH,SEMI,ML_NAME_IMPUTED,C3
MTUS,CHEM_STEEL,RULE,B
NOA,CONSTRUCT,RULE,B
NOC,SHIP_DEF,EXPLICIT,A
NOG,ENERGY,RULE,B
MSCI,FINANCE,EXPLICIT,A
NOV,CONSUMER,ML_NAME_IMPUTED,C3
NOW,SOFTWARE,EXPLICIT,A
NPB,FINANCE,RULE,B
NEXA,CHEM_STEEL,ML_NAME_IMPUTED,C1
NPK,SHIP_DEF,RULE,B
NPO,SEMI,ML_NAME_IMPUTED,C3
OCAC,FINANCE,RULE,B
NCDL,FINANCE,ML_NAME_IMPUTED,C3
OBK,FINANCE,RULE,B
NAT,CONSTRUCT,ML_NAME_IMPUTED,C3
MPC,ENERGY,EXPLICIT,A
NRG,ENERGY,EXPLICIT,A
ODC,ENERGY,RULE,B
MPT,HEALTH_SVC,RULE,B
NRT,FINANCE,RULE,B
NABL,CONSUMER,ML_NAME_IMPUTED,C3
NBR,SHIP_DEF,RULE,B
NSC,CONSTRUCT,EXPLICIT,A
MSGE,TELCO_MEDIA,RULE,B
NSP,SEMI,ML_NAME_IMPUTED,C3
OEC,ENERGY,ML_NAME_IMPUTED,C3
MSGS,TELCO_MEDIA,ML_NAME_IMPUTED,C3
NOMD,CONSUMER,RULE,B
NTB,FINANCE,RULE,B
NREF,FINANCE,RULE,B
MRK,SHIP_DEF,ML_NAME_IMPUTED,C3
MRP,FINANCE,RULE,B
NTR,CHEM_STEEL,ML_NAME_IMPUTED,C2
NATL,BATTERY,ML_NAME_IMPUTED,C3
OFG,FINANCE,RULE,B
MSA,SEMI,ML_NAME_IMPUTED,C3
MSB,FINANCE,RULE,B
NUE,CHEM_STEEL,EXPLICIT,A
MSI,IT_HW,RULE,B
MSM,SHIP_DEF,RULE,B
MSIF,FINANCE,ML_NAME_IMPUTED,C3
OGC,CHEM_STEEL,RULE,B
OGE,ENERGY,EXPLICIT,A
NUS,BATTERY,ML_NAME_IMPUTED,C2
OGG,CHEM_STEEL,RULE,B
NEE,ENERGY,EXPLICIT,A
NEM,CHEM_STEEL,EXPLICIT,A
OGN,CONSUMER,ML_NAME_IMPUTED,C3
MTB,FINANCE,RULE,B
